ticket_id,timestamp,category,ticket_text
PHX-3346,2025-11-02 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3347,2025-09-16 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3348,2025-10-18 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-3349,2025-11-06 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-3350,2025-10-29 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3351,2025-11-10 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-3352,2025-08-13 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3353,2025-08-21 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-3354,2025-08-13 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-3355,2025-10-24 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3356,2025-09-17 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-3357,2025-11-06 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-3358,2025-09-02 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-3359,2025-08-13 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-3360,2025-11-11 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-3361,2025-11-01 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3362,2025-08-17 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3363,2025-08-15 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3364,2025-10-22 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3365,2025-11-07 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-3366,2025-09-11 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3367,2025-11-02 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3368,2025-09-01 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3369,2025-11-02 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3370,2025-11-04 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3371,2025-10-30 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3372,2025-11-07 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3373,2025-10-13 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3374,2025-11-09 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-3375,2025-10-16 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-3376,2025-09-18 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3377,2025-10-20 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-3378,2025-10-23 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3379,2025-09-08 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3380,2025-08-19 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-3381,2025-08-27 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3382,2025-08-28 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3383,2025-08-17 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3384,2025-10-15 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3385,2025-09-22 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3386,2025-10-13 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-3387,2025-10-01 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3388,2025-09-01 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3389,2025-08-27 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3390,2025-10-27 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3391,2025-10-25 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-3392,2025-09-18 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3393,2025-10-07 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3394,2025-11-05 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3395,2025-09-28 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3396,2025-10-09 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-3397,2025-09-29 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3398,2025-08-14 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3399,2025-10-22 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3400,2025-11-06 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3401,2025-09-21 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3402,2025-09-09 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3403,2025-10-04 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-3404,2025-11-08 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3405,2025-09-28 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3406,2025-08-14 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3407,2025-08-29 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3408,2025-11-01 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-3409,2025-09-25 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3410,2025-09-10 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3411,2025-11-02 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3412,2025-09-20 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3413,2025-09-16 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3414,2025-09-29 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-3415,2025-10-27 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3416,2025-10-13 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3417,2025-09-11 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-3418,2025-10-05 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3419,2025-09-28 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-3420,2025-09-27 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3421,2025-10-23 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3422,2025-09-05 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3423,2025-08-31 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-3424,2025-10-04 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3425,2025-10-17 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-3426,2025-11-05 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3427,2025-09-02 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-3428,2025-08-17 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-3429,2025-08-22 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-3430,2025-09-07 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3431,2025-10-10 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-3432,2025-11-05 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3433,2025-08-21 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3434,2025-09-25 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3435,2025-09-16 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3436,2025-09-04 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3437,2025-11-08 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3438,2025-10-02 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3439,2025-09-08 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-3440,2025-09-04 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3441,2025-11-07 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3442,2025-10-29 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3443,2025-09-30 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-3444,2025-09-20 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3445,2025-10-09 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-3446,2025-08-15 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3447,2025-08-22 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3448,2025-09-28 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3449,2025-11-07 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-3450,2025-09-05 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-3451,2025-09-01 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-3452,2025-10-05 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3453,2025-08-28 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3454,2025-08-25 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3455,2025-09-13 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3456,2025-08-24 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3457,2025-08-20 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-3458,2025-10-09 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-3459,2025-10-13 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3460,2025-10-19 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-3461,2025-10-13 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-3462,2025-09-14 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3463,2025-09-27 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3464,2025-11-03 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-3465,2025-09-18 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3466,2025-11-04 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3467,2025-10-25 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3468,2025-09-27 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-3469,2025-10-31 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-3470,2025-10-10 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-3471,2025-08-26 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3472,2025-11-11 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3473,2025-11-08 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3474,2025-11-05 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3475,2025-10-14 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3476,2025-08-15 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3477,2025-10-09 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3478,2025-10-16 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-3479,2025-09-13 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3480,2025-10-24 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3481,2025-10-01 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3482,2025-09-29 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-3483,2025-09-21 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3484,2025-09-02 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3485,2025-08-22 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3486,2025-08-15 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-3487,2025-10-03 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-3488,2025-09-13 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3489,2025-10-25 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3490,2025-08-13 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-3491,2025-10-23 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3492,2025-08-21 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3493,2025-09-20 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3494,2025-11-05 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3495,2025-09-26 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3496,2025-08-29 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3497,2025-09-12 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3498,2025-10-07 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3499,2025-11-02 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3500,2025-10-13 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3501,2025-11-10 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3502,2025-09-12 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-3503,2025-08-25 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3504,2025-09-01 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-3505,2025-09-29 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3506,2025-10-31 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3507,2025-10-20 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3508,2025-11-04 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3509,2025-10-01 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3510,2025-10-27 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3511,2025-10-24 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-3512,2025-10-30 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3513,2025-08-21 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3514,2025-08-28 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3515,2025-08-15 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3516,2025-10-03 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3517,2025-10-26 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3518,2025-08-23 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3519,2025-10-21 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3520,2025-10-19 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3521,2025-09-30 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3522,2025-10-08 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3523,2025-08-24 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3524,2025-10-24 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-3525,2025-08-14 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3526,2025-09-13 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3527,2025-10-06 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3528,2025-10-02 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3529,2025-09-10 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3530,2025-09-30 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-3531,2025-08-26 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3532,2025-09-06 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3533,2025-10-30 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-3534,2025-09-22 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-3535,2025-10-07 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3536,2025-10-14 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3537,2025-11-01 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-3538,2025-09-28 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-3539,2025-10-29 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-3540,2025-09-18 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3541,2025-10-29 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3542,2025-10-12 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3543,2025-11-02 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-3544,2025-09-11 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-3545,2025-10-09 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-3546,2025-08-14 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-3547,2025-08-16 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-3548,2025-08-23 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3549,2025-09-19 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-3550,2025-10-04 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3551,2025-09-10 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3552,2025-11-01 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-3553,2025-10-02 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3554,2025-09-26 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3555,2025-09-30 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3556,2025-09-23 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3557,2025-09-20 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-3558,2025-10-25 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3559,2025-10-05 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3560,2025-11-02 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-3561,2025-10-10 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3562,2025-09-18 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-3563,2025-09-13 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-3564,2025-10-11 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-3565,2025-11-02 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3566,2025-08-17 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3567,2025-08-19 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3568,2025-10-12 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3569,2025-10-25 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-3570,2025-08-30 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3571,2025-09-28 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3572,2025-09-22 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3573,2025-10-13 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3574,2025-10-31 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-3575,2025-09-01 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3576,2025-09-18 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-3577,2025-10-22 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-3578,2025-11-02 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-3579,2025-10-30 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-3580,2025-10-28 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-3581,2025-09-14 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3582,2025-09-28 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3583,2025-08-17 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3584,2025-09-12 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3585,2025-08-25 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3586,2025-09-24 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3587,2025-09-03 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3588,2025-09-18 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-3589,2025-08-20 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-3590,2025-09-13 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3591,2025-08-17 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-3592,2025-09-06 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-3593,2025-10-29 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-3594,2025-09-21 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3595,2025-10-04 00:00:00,Bill Payment,"Fast and reliable service, thank you Phlex!"
PHX-3596,2025-09-13 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-3597,2025-09-29 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-3598,2025-11-05 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-3599,2025-08-15 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-3600,2025-09-23 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-3601,2025-09-03 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-3602,2025-09-03 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3603,2025-09-24 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3604,2025-10-05 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-3605,2025-09-27 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-3606,2025-08-16 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3607,2025-10-15 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3608,2025-09-17 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-3609,2025-09-17 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3610,2025-10-05 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3611,2025-08-31 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-3612,2025-10-09 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-3613,2025-08-18 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-3614,2025-10-13 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-3615,2025-10-28 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-3616,2025-10-11 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-3617,2025-10-27 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-3618,2025-10-26 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-3619,2025-09-26 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3620,2025-09-03 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-3621,2025-08-23 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-3622,2025-09-01 00:00:00,Account Issue,"Great interface, but the OTP takes too long to arrive."
PHX-3623,2025-10-25 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3624,2025-11-07 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3625,2025-10-03 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-3626,2025-09-20 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3627,2025-08-30 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-3628,2025-10-17 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-3629,2025-10-09 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-3630,2025-09-16 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-3631,2025-10-04 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3632,2025-08-31 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-3633,2025-09-09 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-3634,2025-11-01 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-3635,2025-10-28 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-3636,2025-10-06 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3637,2025-10-24 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-3638,2025-09-17 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-3639,2025-09-25 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-3640,2025-08-30 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-3641,2025-11-08 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-3642,2025-09-16 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-3643,2025-09-21 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
